title,authors,journal,year,doi,abstract,pmid
Factors associated with HIV infection among women of different marital statuses in Cameroon: A cross-sectional study (2017-2018).,Mapouka M; Kwawa I; M'Bangot MA; Adouaka GR; Adamou AOM; Ndanga Yanoe SCR; Koffo-Baguette TA; Ndemazie NB; Mbesse TU; Mmereole S; Nwogu N,Medicine,2025,10.1097/MD.0000000000042001,"The prevalence of human immunodeficiency virus (HIV) among women aged 15 to 49 years has declined over the last decade in Cameroon but remains relatively high. We explored factors influencing HIV prevalence among women in different types of unions and marital statuses and compared them to those who were married. The analysis included data from 2017 to 2018 Cameroon Population-based HIV Impact Assessment, a cross-sectional household-based study covering 10 regions in Cameroon. Consenting participants provided demographic characteristics and HIV-related risk behavior data through interviews, along with a blood sample for HIV testing conducted in the household using the national rapid HIV test. In our weighted multivariate analysis, we examined the relationships between HIV infection and various demographic and behavioral variables among women aged 15 to 49. The analysis included factors such as residence, region, education level, marital status, type of union, wealth quintile, and pregnancy status. HIV prevalence ranged from 2.0% to 18.8% across different marital statuses. After adjusting for age, residence, wealth quintile, education level, marital status, and union type, divorced women were 9.3 times as likely to be HIV-positive compared with married women (95% confidence interval: 2.4, 35.6), with the difference being statistically significant. While HIV prevalence among women aged 15 to 49 in Cameroon has declined, divorced and separated women have substantially higher odds of HIV infection compared with married women. Marital status is a key factor, with varying HIV prevalence among women in different marital situations. Therefore, targeted interventions should consider marital status in the national plan to address HIV prevention and care.",40355179
"Global, regional and national burden of HIV/AIDS among individuals aged 15-79 from 1990 to 2021.",Chen Y; Li AD; Yang Y; Lu J; Xu Y; Ji X; Wu L; Han L; Zhu B; Xu M,AIDS research and therapy,2025,10.1186/s12981-025-00745-5,"BACKGROUND: HIV/AIDS persists as a global health challenge despite significant advancements in antiretroviral therapy (ART). The transformation of HIV into a chronic condition, coupled with regional disparities and evolving epidemiological trends, necessitates an updated analysis of the disease burden. METHODS: We conducted a comprehensive analysis of HIV/AIDS burden among individuals aged 15-79 years from 1990 to 2021 using the latest data from the Global Burden of Diseases, Injuries, and Risk Factors Study (GBD) 2021 database. Multiple statistical approaches were employed to investigate temporal trends, geographic variations, and health inequalities. RESULTS: From 1990 to 2021, global HIV/AIDS age-standardized incidence rates (ASIR) decreased by 41%, while age-standardized prevalence rates (ASPR), mortality rates (ASMR), and disability-adjusted life year rates increased by 222%, 57%, and 59%, respectively. Sub-Saharan Africa demonstrated the highest HIV/AIDS ASPR in 2021, with High-middle and Middle SDI regions, particularly Oceania, South Asia, and Eastern Europe, experiencing the most significant ASPR growth over three decades. Joinpoint analysis identified 1997 and 2015 as critical years for ASIR declines, and 2004 for ASMR reductions. Decomposition analysis revealed population growth as the primary driver of increasing incidence in lower SDI regions, while epidemiological changes were more influential in higher SDI areas. The age-period-cohort model showed peak HIV/AIDS incidence among individuals aged 25-34, with diminishing incidence risk across successive birth cohorts and periods. Health inequality analysis from 1990 to 2021 revealed a substantial widening of disparities across countries, with the slope index of inequality rising from 265 to 1006. CONCLUSION: While global efforts have reduced HIV/AIDS incidence, increasing prevalence due to extended survival with antiretroviral therapy presents ongoing challenges. Regional disparities and rising incidence among specific demographics underscore the need for sustained, targeted interventions.",40329367
Environmental change increases the transmission risk of visceral leishmaniasis in central China around the Taihang mountains.,Meng Z; Fan PW; Fan ZX; Chen S; Jiang H; Shi Y; Yao L; Yao JY; Wang YP; Hao MM; Xie WQ; Bai YQ; Wang Q; Sun K; Xie XL; Zhou JW; Jiang D; Zheng CJ; Wu H; Ma T; Ding FY,Environmental health : a global access science source,2025,10.1186/s12940-025-01180-9,"BACKGROUND: Visceral leishmaniasis is a neglected life-threatening sandfly-borne disease, which brings a growing public health threat in Central China around the Taihang Mountains. However, the spatiotemporal dynamics of visceral leishmaniasis in the local community and the potential driving factors remain poorly understood. METHODS: We analyzed the spatiotemporal patterns of new reported visceral leishmaniasis cases in the region from 2006 to 2023, and combined random forest modeling approach with environmental covariates to identify the main influencing factors related to transmission risk of the disease. RESULTS: Our results show that there was a total number of 800 reported human visceral leishmaniasis cases, affecting 29 cities, and 113 counties across the region, exhibiting a geographic expansion of the disease during this period, especially in Shanxi province. Two high-risk clusters were identified in the study. Environmental change-related factors, including standardized precipitation deviation, forest cumulative change ratio, and normalized difference vegetation index (NDVI) cumulative change, played important roles in increasing the transmission risk of visceral leishmaniasis, with their relative contributions summing up to 66.17%. CONCLUSIONS: Our findings provide a better understanding of the spatiotemporal dynamics and driving factors of visceral leishmaniasis recurrence across Central China around the Taihang Mountains, which underscore prevention and control measures should be taken immediately to reduce the risk.",40320525
"Spatial analysis of drug resistant tuberculosis (DRTB) incidence and relationships with determinants in Rio de Janeiro state, 2010 to 2022.",Pungartnik PC; Viana PVS; Santos JPCD; Macedo LR; Berra TZ; Paiva NS,PloS one,2025,10.1371/journal.pone.0321553,"BACKGROUND: The aim of this study was to assess the spatial distribution of drug-resistant tuberculosis (DRTB) cases in Rio de Janeiro state and its association with demographics, socioeconomic and health determinants. METHODS: An ecological study based on real-world DRTB data from 2010 to 2022, in the Rio de Janeiro state, using data from the Special Tuberculosis Treatment Information System (SITE-TB) and demographic census. Crude incidence rates (CIR) of DRTB per 100,000 inhabitants and smoothed rates through the Global and Local Empirical Bayesian (BEG and BEL) methods were calculated. Spatial autocorrelation was explored using Moran's I statistic, Local Indicators of Spatial Association (LISA), and the Getis-Ord statistics. The SCAN method was also used to identify spatial-time clusters. To analyze the association of DRTB and determinants, we used LISA bivariate for spatial correlation and four explanatory statistical models were listed. RESULTS: From 2010 to 2022, 2,709 new cases of DRTB were reported (CIR 16.9/100,000 inhabitants). The municipalities in the metropolitan region of Rio de Janeiro state had the highest rates. Despite 41% of municipalities reporting no new cases, BEG and BEL suggested higher rates than CIR, indicating underreporting. Spatial heterogeneity was observed, and spatial and spatial-temporal clusters and hotspots were detected in metropolitan region. Family health strategy coverage was identified as protection factor, however a not expected negative spatial autocorrelation between CIR and health strategy coverage, primary care and healthcare agent coverage was found. The variables identified as risk factors were population aged >/=18 years old with Elementary School completed (OR:1.10; CI95%:1.04-1.16), demographic density (OR: 1.00; CI95%:1.00-1.01), HIV-TB coinfection (OR: 1.18; CI95%:1.06-1.31). CONCLUSION: The identification of areas of risk for DRTB, spatial correlation and association between incidence and determinants, demonstrates that the DRTB transmission dynamics is related to the perpetuation of social inequality and urban spatial organization.",40315278
Xerostomia and associated factors among adults with HIV on HAART attending voluntary counseling and testing (VCT) clinics in Dar Es Salaam.,Mkonyi LE; Mmary LA,BMC oral health,2025,10.1186/s12903-025-05993-5,"BACKGROUND: Adequate saliva quantity and quality are necessary for proper oral function and protection. Xerostomia, or dry mouth, is a common complaint among people living with HIV (PLHIV) which increases their risk of acquiring oral diseases. This study aimed to assess the magnitude of xerostomia and the associated factors in this group of patients. METHODS: A descriptive cross-sectional hospital-based study was conducted among 420 PLHIV on highly active antiretroviral therapy (HAART) aged 18 years and above. Informed consent was obtained from the participants during data collection. The xerostomia was assessed using a questionnaire. Pearson's chi(2) test was used to correlate independent (sociodemographic factors, oral health-related, and HIV-related factors) and dependent variables (xerostomia). Univariate and adjusted multinomial logistic regression were used to determine the odds ratio (OR) of xerostomia. RESULTS: Xerostomia was observed in 36.3% of the respondents. The chi-square test showed a significantly higher proportion of xerostomia among the unemployed (p = 0.014), those who were HIV diagnosed up to five years (p = 0.014), and those having CD4(+) counts >/= 500 cells/ mm(3) (p = 0.03). In multivariate analysis, higher odds of having xerostomia were found among participants with higher viral load (OR = 2.6; CI = 1.07-6.3), whereas lower odds were found among self-employed participants (OR = 0.48; CI = 0.28-0.82) and employed participants (OR = 0.52; CI = 0.27-0.98). CONCLUSION: The prevalence of xerostomia is moderately high among PLHIV. Higher viral load and unemployment were the associated factors with xerostomia. Low CD4(+) counts, duration of HAART use, and HAART regime were not associated with xerostomia.",40301856
"Knowledge, attitudes, and practices on urinary schistosomiasis among schoolchildren in Ethiopia: cross-sectional study.",Deribew K; Yewhalaw D; Mekonnen Z,"Journal of health, population, and nutrition",2025,10.1186/s41043-025-00813-6,"BACKGROUND: Urinary schistosomiasis is a disease caused by Schistosoma haematobium and is one of the public health problems in Ethiopia. When developing specific schistosomiasis control intervention program, the existing knowledge, attitudes and practices (KAPs) must be taken into account. This study aimed to assess the KAPs of primary schoolchildren towards urinary schistosomiasis in Ethiopia. METHODS: A total of 1171 study participants aged 5 to 15 years were selected randomly. RESULTS: Of the 1171 interviewed schoolchildren, 654, or 55.8%, said they had heard of urinary schistosomiasis. Using river or dam water for household consumption had association with urinary schistosomiasis infection history (P = 0.001). Logistic regression analysis showed that males had higher risk of getting urinary schistosomiasis infection compared to females (OR = 3.01, P < 0.001). Children in low socio-economic status had higher risk of having urinary schistosomiasis compared to high socio-economic status (OR = 2.81, P < 0.001). Compared to urban dweller, children in rural area had higher risk of having urinary schistosomiasis (OR = 4.34, P < 0.001). Respondents who used river water (OR = 2.48, P = 0.005) and lake or dam water (OR = 3.33, P = < 0.001) were at higher risk of urinary schistosomiasis infection. Furthermore, respondents swimming or playing in river water had higher risk of urinary schistosomiasis infection history (OR = 1.62, P = 0.005). CONCLUSIONS: There was knowledge gap in schoolchildren about urinary schistosomiasis causes, transmission, symptoms and prevention. Therefore, appropriate health education and behavioral change intervention is needed to create better knowledge and practices in children to prevent and control urinary schistosomiasis. Health organizations and policy makers should contribute to improve knowledge at the school as well as community level.",40251622
Impact of climate change and social determinants on the spatial and epidemiological distribution of tuberculosis in the state of Para: a perspective for COP 30.,Tavares-Cohen GA; Simoes-Castro AP; Andrade-Sales C; Mendonca-Cavalcante PA; Moreira-Sena MP; Brito-Alves BC; El-Awar UG; Araujo-Sardinha AW; Azevedo-Ribeiro CHM; Fernandes-Vieira JL; Pereira-Sena LW,Brazilian journal of biology = Revista brasleira de biologia,2025,S1519-69842025000100155,"Tuberculosis is a critical public health challenge in Brazil, with the state of Para reporting high incidence rates driven by social inequalities, rapid urbanization, and adverse climatic conditions. This study analyzes the epidemiology of tuberculosis in the Metropolitan Region of Belem from 2018 to 2022, correlating social and environmental determinants with the impacts of climate change. Georeferenced data, temporal analysis, and predictive modeling were employed to identify epidemiological patterns and high-incidence clusters. Belem accounted for 60.1% of cases in the region, highlighting the influence of population density and socioeconomic vulnerabilities exacerbated by extreme climatic events. The findings underscore the need to integrate public policies and sustainability, emphasizing COP30 as an opportunity to catalyze both local and global actions.",40243877
Incidence and predictors of common opportunistic infections among children less than 15 years of age on antiretroviral therapy in Ethiopia: a systematic review and meta-analysis.,Wudu MA; Belete MA; Yosef ST; Gelmo AT; Ali YS; Birhanu TA,BMC infectious diseases,2025,10.1186/s12879-025-10945-z,"BACKGROUND: Despite significant efforts to enhance access to antiretroviral therapy (ART), opportunistic infections among children on ART remain a major concern in low-income countries, including Ethiopia. Currently, there are no pooled estimates of opportunistic infections incidence among children on ART in Ethiopia. Consequently, this review aimed to determine the pooled incidence and identify the predictors of opportunistic infections among children under 15 years of age on ART, addressing the existing information gap. METHODS: This systematic review followed the PRISMA guidelines, and relevant studies were obtained from the PubMed, CINAHL, Scopus, EMBASE, and Google Scholar databases. Data analysis for pooled estimates of incidence and predictors of opportunistic infections was conducted via STATA 17 software with random-effects model. Heterogeneity was evaluated via Cochrane's Q-test and the I(2) statistic, and publication bias was assessed through funnel plots and Egger's test. RESULTS: Of the 5,631 studies identified, 20 studies involving 9,196 participants were included in the meta-analysis. The pooled incidence of opportunistic infections among children under 15 years of age on antiretroviral therapy was 5.61 per 100 person-years (95% CI: 4.37-6.86), based on 36,716.4 person-years of observation. Predictors of opportunistic infections included advanced WHO clinical stage (HR 1.45, 95% CI: 1.35-1.55), poor ART adherence (HR 1.49, 95% CI: 1.35-1.63), lack of isoniazid (HR 1.56, 95% CI: 1.40-1.74) and cotrimoxazole preventive therapy (HR 1.56, 95% CI: 1.38-1.66), malnutrition (HR 1.50, 95% CI: 1.34-1.67), and severe immunosuppression (HR 1.39, 95% CI: 1.27-1.51). CONCLUSION: The incidence of opportunistic infections in this review was high, highlighting the need for intensified efforts to achieve the 2030 target. Moreover, advanced WHO clinical stage, poor adherence, lack of isoniazid and cotrimoxazole preventive therapy, malnutrition, and severe immunosuppression were identified as predictors of opportunistic infections. This suggests that early initiation of ART, regular nutritional assessments, intensive follow-up and monitoring, and a multidisciplinary approach need be prioritized to address the identified predictors.",40221651
Comorbidities in people living with HIV/AIDS and their impact on outpatient dental care.,Bartholo MF; Tenorio JR; Andrade NS; Silveira CB; Ortega KL; Martins F; Gallottini M,Brazilian oral research,2025,S1806-83242025000101552,"The objective of this study was to estimate the prevalence of comorbidities among people living with HIV/AIDS (PLWHIV) attending a dental outpatient clinic and discuss the impact of these comorbidities on dental management. A cross-sectional observational study evaluated 238 PLWHIV attending a specialized dental outpatient clinic in Brazil. We collected sociodemographic data, self-reported and physician-diagnosed comorbidities, hemogram results, CD4+ T cell count, viral load, use of combined antiretroviral therapy (cART), and information on harmful habits. The most prevalent comorbidities were sexually transmitted infections (STIs) (116/238; 48.7%), psychiatric disorders (105/238; 44.1%), and lipodystrophy (97/238; 40.8%). Men were more likely to have STIs (OR 4.0) and tuberculosis (OR: 2.5) (p < 0.05). Age >/= 50 years increased the risk of diabetes mellitus by 2.6 times (p < 0.05). The risk of lipodystrophy (OR: 2.99, 95%CI 1.44-6.19) and psychiatric disorders (OR: 2.13, 95%CI 1.01-4.47) was greater in those who had been diagnosed with HIV for more than 20 years. In summary, psychiatric disorders and severe hematological alterations, such as anemia and neutropenia, are significant comorbidities that may limit dental treatment of HIV-positive patients. These findings underscore the need for integrated medical and dental care to address the complex health needs of PLWHIV.",40197929
"Climate risks, multi-tier medical insurance systems, and health inequality: evidence from China's middle-aged and elderly populations.",Yang H; Yang Y; Li D,BMC health services research,2025,10.1186/s12913-025-12648-2,"BACKGROUND: Against the backdrop of increasing population aging, the uncertainty and irreversibility of climate change have a significant impact on the health and healthcare burden of the elderly. However, it remains uncertain whether the multi-tiered medical insurance system disproportionately influences the health impacts of climate risks. METHODS: Using data from the China Health and Retirement Longitudinal Study (CHARLS) from 2011 to 2020, matched with urban climate risk variables, we employ a multi-dimensional panel fixed effects model and an instrumental variable model to examine the impact of climate risks on the health of the middle-aged and elderly, while also investigating the unequal effects of the multi-tiered medical insurance system. RESULTS: Climate risks significantly worsened the self-reported health of the middle-aged and elderly (beta = 0.073, P = 0.089), and increased both total medical costs (beta = 2.570, P = 0.012) and out-of-pocket expenses (beta = 2.652, P = 0.003). Notably, the increases in hospitalization costs (beta = 0.721, P = 0.004) and out-of-pocket hospitalization expenses (beta = 0.706, P = 0.036) are particularly prominent. The current multi-tiered medical insurance system results in unequal impacts of climate risks on health and medical costs. Specifically, urban employee medical insurance and commercial medical insurance effectively improve the health outcomes of elderly individuals affected by climate risks. Urban residents' medical insurance significantly reduces both total medical costs and out-of-pocket expenses for the elderly, whereas the new rural cooperative medical insurance shows no significant mitigating effect. Additionally, there is no evidence to suggest that the integration of urban and rural resident medical insurance can reduce the medical burden on rural elderly populations caused by climate risks. Our long-term projections indicate that, under both the SSP245 and SSP585 scenarios, the increase in elderly healthcare costs due to climate risks is irreversible. However, restrictive climate policies would yield significant health benefits, potentially reducing per capita medical costs for the elderly by nearly 50%. CONCLUSIONS: The decentralized multi-tier medical insurance system leads to significant inequality in the health impacts of climate risks. Our study emphasizes the critical role of reforming the existing social medical insurance system and implementing climate policies to protect the health of elderly populations.",40170171
Relationship between unimproved household sanitation facilities and malaria infection among under-five children in Nigeria: insights from Malaria Indicator Survey 2021.,Asifat OA; Adenusi A; Adebile TV; Aderinto N; Azu E; Ivey-Waters A; Kersey JX,Malaria journal,2025,10.1186/s12936-025-05340-7,"BACKGROUND: Malaria is a leading cause of illness and death among children under-five in sub-Saharan Africa, with Nigeria bearing the highest global malaria burden. Despite interventions such as insecticide-treated nets and indoor residual spraying, malaria prevalence remains high. While housing structure and sanitation are recognized as risk factors in other African countries, their relationship with malaria infection among under-five children in Nigeria remains underexplored. This study investigates this association using nationally representative data from the 2021 Nigeria Malaria Indicator Survey (NMIS). METHODS: This study analysed data from the 2021 NMIS, including 1833 children aged 5-59 months (weighted sample size: 1,784,805,486) tested for malaria using rapid tests. Data on malaria prevention practices, household characteristics, and children's blood samples were collected. The primary outcome was malaria test results (rapid diagnostic test, RDT), with the type of toilet facility as the main predictor. Covariates included age, sex, wealth index, maternal education, residence type, household construction materials, drinking water sources, type of mosquito nets, and mosquito net usage. Descriptive statistics and logistic regression analyses were conducted to assess associations, reporting adjusted odds ratios (aORs), 95% confidence intervals (CIs), and p-values < 0.05. RESULTS: Children from the poorest (aOR = 3.412, 95% CI: 1.798-6.477, p = 0.0002) and poorer households (aOR = 3.103, 95% CI: 1.714-5.617, p = 0.0002) had significantly higher malaria risk. Rural residence (aOR = 1.898, 95% CI: 1.318-2.734, p = 0.0006) and no maternal education (aOR = 2.003, 95% CI: 1.153-3.480, p = 0.0139) were also associated with increased malaria prevalence. Additionally, unimproved wall materials (aOR = 1.604, 95% CI: 1.061-2.425, p = 0.025) increased malaria risk. However, unimproved sanitation facilities were not significantly associated with malaria risk (p = 0.166). CONCLUSION: Malaria risk among under-five children in Nigeria is strongly associated with socioeconomic factors, rural residence, and maternal education, but not unimproved sanitation alone. Efforts to reduce malaria prevalence should target broader social determinants through health education and socioeconomic interventions in Nigeria and other endemic regions.",40148903
